Transaction Date & Time,Transaction Amount,Transaction Type,Currency,Customer Age,Customer Occupation,Account Balance,Average Transaction Amount,Transaction Frequency,Account Tenure,Country of Origin,Country of Destination,Third-Party Involvement,Linked Accounts,PEP Status,Suspicious
2024-06-27 00:45:47,17484.86,Online Payment,USD,67,Engineer,3399.3,45345.72,64,20,Nigeria,China,1,1,1,0
2024-05-16 06:26:57,93275.68,Withdrawal,USD,48,Engineer,639799.62,38923.82,32,16,UK,Nigeria,0,1,0,0
2024-01-31 22:06:17,41171.67,Cash Deposit,NGN,29,Business Owner,839465.24,19868.76,36,9,UK,Nigeria,1,0,1,0
2024-09-27 19:20:04,90854.68,Wire Transfer,NGN,29,Lawyer,657015.98,2563.46,59,8,USA,China,1,0,0,0
2024-05-18 23:02:48,20678.99,Wire Transfer,EUR,27,Engineer,901665.35,24021.1,1,29,Nigeria,Nigeria,1,1,1,0
2024-08-05 02:17:34,79064.78,Online Payment,USD,54,Business Owner,775625.18,6871.8,77,20,Nigeria,China,0,0,0,0
2024-10-03 11:49:10,95282.54,Cash Deposit,EUR,57,Engineer,996880.56,21720.5,4,19,Nigeria,USA,1,1,0,0
2024-03-15 19:59:59,42131.1,Withdrawal,EUR,27,Engineer,967564.9,23714.13,27,1,USA,Nigeria,0,0,0,0
2024-02-27 14:57:17,3455.66,Withdrawal,USD,72,Teacher,477003.74,10424.3,65,21,Germany,USA,1,0,0,0
2024-06-10 14:48:05,19408.91,Online Payment,GBP,19,Doctor,87319.16,47624.85,99,15,China,Germany,0,1,0,1
2024-04-10 19:23:53,30933.51,Online Payment,GBP,21,Teacher,330009.88,36379.11,51,29,UK,Nigeria,0,0,1,0
2024-01-18 02:56:14,92696.35,Cash Deposit,USD,63,Lawyer,168285.46,15772.95,98,25,USA,Nigeria,0,0,0,0
2024-04-18 15:32:40,47908.44,Withdrawal,USD,48,Teacher,348280.22,38817.86,98,11,USA,Nigeria,0,0,1,0
2024-07-27 02:47:00,50133.66,Withdrawal,NGN,23,Business Owner,555194.77,12447.01,96,16,China,China,1,0,1,0
2024-10-09 16:00:21,28412.4,Cash Deposit,EUR,27,Teacher,789278.02,15461.76,56,17,USA,USA,1,0,1,0
2024-10-06 12:28:02,33277.36,Cash Deposit,GBP,43,Doctor,551856.28,37952.66,100,2,USA,Nigeria,1,0,1,0
2024-02-26 00:34:08,65508.56,Cash Deposit,NGN,73,Engineer,744402.81,9164.66,67,25,Germany,USA,1,1,1,0
2024-05-07 16:36:46,94089.24,Wire Transfer,NGN,69,Doctor,960920.07,2394.93,77,10,China,Nigeria,1,0,1,0
2024-06-06 19:25:11,33655.97,Online Payment,EUR,26,Doctor,166073,25801.06,22,14,Germany,USA,1,0,0,0
2024-09-25 02:24:53,65570.54,Cash Deposit,USD,60,Lawyer,236923.04,23799.56,24,20,USA,China,1,1,1,0
2024-08-20 07:58:32,96319.72,Online Payment,USD,46,Business Owner,425516.11,46985.81,86,10,UK,UK,0,0,0,0
2024-04-11 18:37:07,64440.01,Cash Deposit,EUR,29,Teacher,862537.38,20985.66,85,22,Nigeria,Germany,0,0,1,1
2024-05-15 02:22:00,1986.29,Cash Deposit,GBP,67,Lawyer,534760.86,47443.39,3,25,China,China,1,0,1,0
2024-08-20 06:40:45,81620.93,Withdrawal,USD,71,Doctor,822266.02,31294.06,9,18,Germany,China,0,1,1,0
2024-05-30 13:31:29,50890.78,Online Payment,NGN,25,Engineer,200929.99,38860.08,66,17,USA,USA,0,1,0,1
2024-10-26 00:21:26,95701.47,Wire Transfer,GBP,57,Doctor,878785.4,11756.48,74,20,China,Nigeria,0,1,0,1
2024-07-23 18:29:16,70752.32,Withdrawal,NGN,39,Doctor,312511.72,30482.85,19,19,Nigeria,Germany,1,1,0,0
2024-06-14 05:11:46,81511.78,Online Payment,EUR,30,Engineer,185174.14,9289.26,92,24,Germany,Germany,0,0,1,1
2024-02-03 07:20:06,93744.53,Online Payment,GBP,35,Lawyer,856345.51,46857.74,79,11,Germany,Nigeria,0,1,1,0
2024-07-11 08:23:27,93235.52,Cash Deposit,NGN,29,Doctor,862712.75,5035.96,95,23,Germany,USA,1,0,0,0
2024-04-06 20:27:34,64752.3,Wire Transfer,EUR,58,Engineer,950671.57,11246.02,1,5,Germany,China,0,0,0,0
2024-09-19 09:22:56,2251.36,Cash Deposit,NGN,62,Lawyer,429532.35,23886.73,10,18,China,China,0,0,0,0
2024-06-28 13:02:40,92679.05,Cash Deposit,GBP,59,Teacher,931698.45,47355.03,5,20,USA,Germany,1,1,1,1
2024-09-21 15:57:37,23515.25,Withdrawal,NGN,31,Teacher,389571.35,830.74,83,27,USA,USA,1,1,1,0
2024-05-05 12:45:42,60909.38,Withdrawal,EUR,48,Doctor,685449.32,5722.32,21,1,Nigeria,China,0,1,0,1
2024-01-12 05:01:54,32184.83,Wire Transfer,USD,41,Doctor,499606.69,39271.48,33,22,Nigeria,USA,1,0,1,0
2024-10-24 16:22:18,99497.72,Online Payment,GBP,49,Engineer,470976.38,27322.76,14,5,USA,USA,1,0,0,0
2024-09-10 14:11:34,62366.16,Wire Transfer,EUR,55,Teacher,512517.18,32280.3,90,7,Germany,Nigeria,1,1,1,0
2024-02-07 01:00:01,85544.47,Wire Transfer,USD,35,Teacher,86926.35,3845.64,61,16,China,Germany,1,1,0,0
2024-09-23 09:56:15,46813.29,Wire Transfer,NGN,63,Lawyer,346887.69,36988.37,58,1,Nigeria,Nigeria,1,1,0,0
2024-03-27 13:52:47,47071.02,Online Payment,USD,35,Lawyer,839993.77,6894.71,68,2,Germany,Nigeria,0,0,0,0
2024-02-23 11:45:41,10813.41,Online Payment,USD,23,Business Owner,456844.34,41424.26,1,30,Nigeria,USA,1,1,1,0
2024-07-14 03:57:51,78619.78,Withdrawal,GBP,27,Lawyer,640742.33,15084.31,72,28,China,USA,0,1,1,0
2024-08-01 02:32:14,66461.36,Wire Transfer,USD,61,Lawyer,358315.18,15642.54,12,29,Germany,UK,1,1,1,1
2024-09-17 11:26:03,31327.64,Online Payment,NGN,28,Business Owner,92749.4,45384.95,90,2,UK,UK,1,0,0,0
2024-06-29 17:16:32,40618.32,Cash Deposit,EUR,51,Lawyer,841311.42,22680.14,59,18,USA,USA,1,0,1,1
2024-01-20 20:00:22,48141.43,Wire Transfer,EUR,48,Lawyer,799764.77,15253.63,82,12,China,China,1,0,1,0
2024-08-04 13:12:16,34934.92,Online Payment,GBP,39,Doctor,946585.98,23375.16,9,14,Germany,Nigeria,1,1,0,0
2024-03-22 23:55:43,79438.5,Cash Deposit,EUR,75,Lawyer,454281.62,10351.22,17,1,China,Germany,0,0,0,0
2024-07-21 18:03:51,61769.05,Online Payment,USD,32,Doctor,342472.06,37504.37,54,30,USA,Nigeria,1,0,1,0
2024-04-11 00:57:27,77585.36,Online Payment,GBP,19,Lawyer,537076.58,11883.03,30,13,Germany,USA,0,0,1,0
2024-03-02 22:53:00,58899.53,Online Payment,USD,65,Teacher,300563.56,7500.41,51,15,Germany,USA,1,0,1,0
2024-09-11 15:30:06,3619.69,Online Payment,NGN,19,Doctor,272391.97,16571.91,29,28,USA,Nigeria,1,1,0,0
2024-05-14 09:04:14,71117.54,Withdrawal,USD,40,Teacher,53943.54,896.84,24,27,China,UK,0,1,0,0
2024-01-18 09:17:50,16341.89,Cash Deposit,EUR,29,Lawyer,511400.02,35405.39,51,3,China,USA,0,1,1,0
2024-09-18 02:55:25,81961,Wire Transfer,GBP,74,Business Owner,702684.89,38750.33,22,30,USA,China,0,0,0,0
2024-04-25 22:24:36,18528.74,Wire Transfer,NGN,32,Engineer,962559.1,40718.5,10,19,USA,China,0,0,1,0
2024-02-07 08:13:34,33223.31,Wire Transfer,EUR,70,Teacher,87396.33,48524.74,92,16,Nigeria,USA,0,1,1,0
2024-04-17 19:02:34,7313,Wire Transfer,USD,51,Doctor,182243.13,37319.13,61,22,Nigeria,Nigeria,0,0,1,1
2024-04-18 04:09:32,46341.81,Cash Deposit,NGN,37,Lawyer,389818.43,44829.69,9,25,Germany,Germany,1,1,0,0
2024-02-20 04:38:51,84776.61,Wire Transfer,EUR,38,Doctor,753544.62,39496.42,67,28,Nigeria,China,1,1,0,0
2024-09-01 21:28:40,66692.56,Cash Deposit,EUR,54,Lawyer,435261.95,13171.99,73,19,Nigeria,Germany,0,1,0,0
2024-02-16 21:59:20,43716.49,Withdrawal,NGN,20,Engineer,702581.77,38794.09,18,16,UK,UK,0,1,1,0
2024-07-13 04:39:50,20938.9,Withdrawal,NGN,33,Engineer,4506.07,26897.2,56,16,UK,Germany,1,0,0,0
2024-05-31 18:32:27,81633.29,Withdrawal,USD,37,Doctor,677483.01,38821.45,81,22,China,USA,1,1,0,0
2024-06-23 12:52:30,1631.35,Online Payment,EUR,59,Lawyer,871836.5,45183.27,56,17,USA,USA,1,1,1,0
2024-06-13 09:18:56,10738.3,Wire Transfer,EUR,60,Doctor,267523.74,32220.61,27,20,Germany,UK,0,0,0,0
2024-07-27 05:51:04,64323.69,Cash Deposit,NGN,63,Engineer,579027.68,4504.37,73,23,Nigeria,Germany,0,1,0,0
2024-02-15 06:09:17,20117.75,Online Payment,USD,51,Teacher,777237.31,37011.47,72,17,USA,USA,1,0,0,0
2024-04-18 19:34:44,44707.36,Wire Transfer,USD,68,Lawyer,53583.09,46821.9,31,12,USA,China,1,1,0,0
2024-06-10 14:39:00,76522.45,Withdrawal,GBP,65,Doctor,637675.58,12744.46,13,17,Nigeria,UK,1,0,1,1
2024-05-27 08:40:02,55818.66,Withdrawal,NGN,34,Doctor,655102.02,46366.87,62,17,UK,Germany,1,0,0,0
2024-02-23 07:18:23,68773.86,Online Payment,GBP,62,Doctor,849236.3,5833.6,87,25,Germany,UK,1,1,0,0
2024-01-15 20:09:41,56789.08,Withdrawal,EUR,59,Doctor,786068.76,10315.72,97,19,USA,Germany,1,1,1,0
2024-02-02 04:39:42,48029,Cash Deposit,GBP,35,Engineer,79372.3,15738.49,98,19,Nigeria,Nigeria,1,1,0,0
2024-08-01 13:08:41,3378.05,Online Payment,GBP,47,Business Owner,592191,38943.59,77,2,UK,Germany,1,1,1,0
2024-08-05 16:11:38,19859.29,Withdrawal,GBP,35,Lawyer,854550.02,28459.89,25,4,Nigeria,China,1,1,0,0
2024-10-02 15:47:42,65192.75,Cash Deposit,USD,43,Business Owner,518963.09,40851.76,11,20,UK,USA,1,1,1,1
2024-06-18 03:47:18,27377.7,Withdrawal,USD,33,Teacher,210507.31,43001.32,7,26,China,China,0,0,1,0
2024-03-08 15:07:26,43288.4,Wire Transfer,EUR,37,Doctor,405160.87,10322.6,90,17,Germany,UK,0,0,0,0
2024-02-27 06:56:20,33810.76,Withdrawal,NGN,71,Lawyer,44926.95,25539.34,6,12,USA,USA,0,1,0,0
2024-03-18 23:18:32,42740,Withdrawal,GBP,36,Doctor,460335.67,208.81,4,3,USA,USA,0,0,0,0
2024-09-26 00:45:21,46878.17,Online Payment,USD,41,Lawyer,232683.9,48448.58,64,5,China,Nigeria,0,1,0,0
2024-06-03 07:19:39,9925.54,Online Payment,NGN,69,Lawyer,785680.23,46672.71,38,21,China,USA,0,0,0,0
2024-03-21 11:54:26,70122.02,Online Payment,GBP,72,Teacher,797645.76,21730.5,53,8,Nigeria,Germany,1,0,0,0
2024-06-30 16:00:46,63716.47,Withdrawal,GBP,75,Doctor,226759.23,8292.32,49,15,Nigeria,Germany,1,0,1,0
2024-02-22 06:51:13,50606.88,Online Payment,EUR,64,Business Owner,462689.77,8599.36,80,23,UK,Germany,1,0,1,0
2024-06-17 04:00:49,45487.23,Withdrawal,EUR,26,Business Owner,79406.93,4256.12,65,8,China,UK,0,0,0,0
2024-02-22 15:06:23,90140.28,Wire Transfer,EUR,69,Engineer,195957.56,40877.03,65,30,Nigeria,Germany,1,1,0,0
2024-09-05 14:03:57,93846.98,Cash Deposit,GBP,44,Doctor,288994.91,1466.16,95,13,USA,USA,1,1,0,0
2024-07-04 23:03:10,72224.14,Wire Transfer,EUR,24,Lawyer,271016.08,30216.32,93,22,Germany,China,1,0,1,0
2024-05-27 17:22:08,50406.27,Cash Deposit,EUR,20,Engineer,613454.13,11571.71,14,9,USA,UK,1,0,1,0
2024-10-06 15:18:21,53833.03,Online Payment,NGN,21,Business Owner,652008.2,1942.73,79,18,China,China,1,1,0,0
2024-01-18 21:15:02,49870.8,Withdrawal,EUR,18,Engineer,940381.17,21933.95,30,1,UK,USA,0,0,1,0
2024-04-22 14:47:57,9698.35,Cash Deposit,USD,67,Engineer,480940.91,9246.08,96,15,USA,China,0,1,0,0
2024-04-30 17:50:59,69511.71,Withdrawal,NGN,24,Engineer,51075.59,16640.27,24,1,USA,UK,1,1,0,0
2024-08-10 23:24:13,54022.02,Online Payment,EUR,64,Engineer,665575.86,8965.01,3,13,UK,China,1,0,0,0
2024-09-21 23:34:09,83410.25,Cash Deposit,EUR,33,Doctor,597722.36,38454.51,68,7,Germany,China,1,0,1,0
2024-07-06 18:22:13,34235.23,Cash Deposit,GBP,70,Lawyer,459093.21,46505.97,22,30,Germany,China,0,0,1,0
2024-10-26 08:55:20,28149.52,Cash Deposit,USD,32,Lawyer,855736.85,12205.42,28,14,UK,UK,0,1,0,0
2024-07-01 02:08:06,29277.16,Cash Deposit,USD,52,Lawyer,144219.33,28907.83,92,17,Nigeria,China,1,0,0,0
2024-03-19 23:38:23,42502.19,Withdrawal,GBP,28,Teacher,714246.69,1116.2,3,19,Nigeria,China,0,1,1,0
2024-04-16 13:24:05,97682.54,Wire Transfer,USD,67,Business Owner,31445.9,17293.34,25,18,China,USA,1,1,1,0
2024-08-18 20:05:34,74556.23,Withdrawal,NGN,66,Lawyer,407593.98,1279.71,79,16,USA,Nigeria,1,0,1,0
2024-06-09 00:31:09,47710.67,Wire Transfer,EUR,34,Teacher,16022.47,20258.27,65,5,Germany,USA,0,0,0,0
2024-06-16 03:31:56,48826.11,Wire Transfer,NGN,36,Teacher,140593.24,13656.63,40,18,UK,Germany,1,0,1,0
2024-10-20 17:59:46,89135.06,Withdrawal,USD,56,Engineer,753913.66,9707,37,6,UK,UK,0,0,1,0
2024-09-25 15:05:16,35833.26,Online Payment,GBP,54,Lawyer,394087.46,37187.38,62,1,Germany,Nigeria,1,1,0,1
2024-04-07 15:00:35,48851.17,Wire Transfer,NGN,50,Engineer,848476.6,43091.98,68,4,Nigeria,UK,1,1,0,0
2024-08-07 20:39:47,64663.22,Wire Transfer,EUR,72,Teacher,165596.58,29322.69,65,1,UK,Germany,0,1,0,0
2024-04-13 12:50:42,22508.06,Wire Transfer,EUR,59,Doctor,685303.22,18143.18,41,2,USA,Nigeria,0,0,1,0
2024-10-15 07:45:52,7484.6,Cash Deposit,NGN,50,Doctor,877802.91,10107.22,79,25,Nigeria,China,1,0,0,0
2024-06-08 21:27:00,6466.62,Withdrawal,GBP,28,Engineer,995088.19,46282.55,71,11,China,USA,1,0,1,0
2024-06-15 00:27:18,19462.1,Cash Deposit,NGN,28,Engineer,7714.23,20144.95,9,17,China,Nigeria,0,0,1,0
2024-05-12 04:54:51,77678.7,Wire Transfer,NGN,61,Lawyer,747561.3,1260.75,51,7,Germany,USA,1,0,0,0
2024-10-02 13:19:40,24680.74,Online Payment,GBP,49,Business Owner,923903.35,33963.09,95,24,Nigeria,UK,1,0,0,0
2024-10-07 06:08:48,19806.19,Withdrawal,USD,34,Doctor,422610.4,7892.05,2,27,Nigeria,Germany,1,1,0,0
2024-01-31 07:29:39,12861.78,Wire Transfer,EUR,60,Business Owner,400856.55,7788.03,7,27,China,Nigeria,0,0,1,0
2024-09-16 07:14:49,15360.03,Withdrawal,GBP,39,Business Owner,64092.51,30539.31,43,1,USA,China,0,0,1,0
2024-04-21 03:42:17,88110.85,Wire Transfer,GBP,21,Engineer,613578.64,45149.35,52,19,China,Nigeria,0,0,0,0
2024-06-17 04:34:29,59176.47,Withdrawal,NGN,41,Doctor,434684.88,17629.37,30,18,Germany,Nigeria,0,1,0,0
2024-03-28 09:08:20,99330.6,Online Payment,EUR,49,Doctor,23745.99,12174.84,27,13,USA,UK,0,1,0,0
2024-08-18 13:17:59,14745.45,Wire Transfer,USD,50,Doctor,33091.83,21475.47,25,23,USA,Nigeria,1,0,1,0
2024-02-02 15:18:44,10848.32,Wire Transfer,USD,20,Lawyer,793532.34,13702.91,66,14,Nigeria,Germany,1,1,1,0
2024-07-06 06:56:18,26427.2,Cash Deposit,USD,39,Business Owner,67989.44,11949.34,65,4,Nigeria,Nigeria,1,0,1,0
2024-10-22 19:49:35,96738.91,Withdrawal,NGN,60,Teacher,548089.6,45220.6,96,7,Nigeria,UK,1,1,0,0
2024-06-16 16:32:48,84390.3,Cash Deposit,USD,74,Engineer,898600.84,8359.14,97,5,UK,Nigeria,1,0,1,0
2024-02-06 18:57:15,62333.86,Online Payment,NGN,20,Doctor,215570.39,28022.88,92,12,USA,USA,1,0,1,0
2024-10-04 06:39:58,56878.04,Withdrawal,NGN,39,Engineer,21723.65,4250.21,72,12,Germany,China,1,0,0,0
2024-09-04 05:36:08,36937.55,Wire Transfer,NGN,34,Engineer,869201.39,37692.06,30,3,China,UK,0,1,0,0
2024-05-15 05:57:50,28928.34,Wire Transfer,NGN,41,Engineer,569900.02,40632.9,25,10,China,Nigeria,1,1,0,0
2024-03-26 11:55:10,83083.85,Withdrawal,EUR,39,Doctor,148774.16,36542.33,26,17,Germany,Nigeria,1,1,1,0
2024-02-21 11:10:07,17147.62,Cash Deposit,NGN,19,Lawyer,458607.53,26550.67,58,18,Nigeria,UK,0,0,1,1
2024-02-29 04:42:08,94722.61,Cash Deposit,USD,20,Business Owner,98187.81,23586.44,37,13,Nigeria,UK,0,1,0,0
2024-09-29 01:29:21,29463.69,Online Payment,USD,19,Business Owner,883691.28,4900.04,44,4,USA,Germany,1,1,1,1
2024-07-26 07:24:23,37568.82,Online Payment,USD,72,Teacher,149082,12275.06,43,24,Germany,Nigeria,0,1,1,0
2024-01-10 18:02:50,11255.31,Withdrawal,NGN,19,Teacher,85802.95,47146.21,76,11,Nigeria,Germany,1,1,1,0
2024-04-12 15:52:03,58905.77,Cash Deposit,GBP,40,Engineer,792988.44,17899.26,80,28,Germany,USA,0,1,1,0
2024-07-08 12:00:41,6606.69,Wire Transfer,NGN,22,Engineer,173942.13,27880.11,65,5,China,Germany,0,1,1,0
2024-07-26 07:44:09,84080.28,Withdrawal,EUR,68,Teacher,840398.99,31769.17,2,14,Nigeria,UK,0,1,1,1
2024-04-03 02:20:09,90334.5,Online Payment,GBP,59,Doctor,359133.48,40145.94,98,24,Nigeria,USA,0,1,1,0
2024-03-11 03:07:32,50483.76,Online Payment,GBP,68,Doctor,354990.18,1858.3,2,28,Germany,China,0,0,0,0
2024-01-12 08:14:51,20406.61,Wire Transfer,NGN,67,Teacher,107110.73,6990.78,67,26,Germany,Nigeria,1,1,1,0
2024-09-28 15:42:18,48720.94,Cash Deposit,NGN,64,Teacher,49089.47,38468.56,56,26,USA,Nigeria,0,1,0,0
2024-05-26 20:03:34,34803.63,Withdrawal,EUR,24,Engineer,414288.45,49076.36,52,4,USA,Germany,0,0,0,0
2024-10-25 02:02:28,38149.91,Withdrawal,NGN,29,Teacher,254112.79,44915.2,1,6,Nigeria,Nigeria,0,0,1,1
2024-01-21 01:09:24,49693.48,Wire Transfer,NGN,71,Doctor,850737.77,23008.42,73,1,China,China,0,0,1,1
2024-07-13 18:39:09,34314.56,Cash Deposit,GBP,47,Business Owner,309566.79,10970.04,14,15,China,UK,0,0,1,0
2024-05-19 21:01:30,85385.74,Withdrawal,USD,50,Doctor,618888.45,40557.61,53,14,Germany,Nigeria,1,0,0,0
2024-09-05 19:04:40,89719.91,Withdrawal,USD,35,Teacher,646344.03,37670.6,40,15,USA,Nigeria,1,1,0,0
2024-10-18 11:51:09,42989.85,Cash Deposit,GBP,59,Doctor,813434.02,24529.46,53,8,Nigeria,China,0,1,1,0
2024-10-15 00:46:51,81649.76,Cash Deposit,EUR,25,Teacher,555471.73,24459.67,2,26,Germany,Germany,0,0,1,0
2024-03-14 05:04:28,37786.19,Withdrawal,NGN,70,Teacher,416232.05,8730.16,75,4,Nigeria,Nigeria,1,0,0,1
2024-07-12 17:25:32,67942.27,Withdrawal,EUR,47,Doctor,360144.7,41867.62,8,11,Nigeria,USA,1,0,1,0
2024-07-07 12:28:56,97718.03,Cash Deposit,EUR,51,Lawyer,352120.64,47606.15,8,14,Germany,China,1,1,0,0
